Make;Model;Annual Petroleum Consumption For Fuel Type1;Annual Petroleum Consumption For Fuel Type2;Time to charge at 120V;Time to charge at 240V;City Mpg For Fuel Type1;Unrounded City Mpg For Fuel Type1 (2);City Mpg For Fuel Type2;Unrounded City Mpg For Fuel Type2;City gasoline consumption;City electricity consumption;EPA city utility factor;Co2 Fuel Type1;Co2 Fuel Type2;Co2  Tailpipe For Fuel Type2;Co2  Tailpipe For Fuel Type1;Combined Mpg For Fuel Type1;Unrounded Combined Mpg For Fuel Type1;Combined Mpg For Fuel Type2;Unrounded Combined Mpg For Fuel Type2;Combined electricity consumption;Combined gasoline consumption;EPA combined utility factor;Cylinders;Engine displacement;Drive;EPA model type index;Engine descriptor;EPA Fuel Economy Score;Annual Fuel Cost For Fuel Type1;Annual Fuel Cost For Fuel Type2;Fuel Type;Fuel Type1;GHG Score;GHG Score Alternative Fuel;Highway Mpg For Fuel Type1;Unrounded Highway Mpg For Fuel Type1;Highway Mpg For Fuel Type2;Unrounded Highway Mpg For Fuel Type2;Highway gasoline consumption;Highway electricity consumption;EPA highway utility factor;Hatchback luggage volume;Hatchback passenger volume;ID;2 door luggage volume;4 door luggage volume;MPG Data;PHEV Blended;2-door passenger volume;4-door passenger volume;Range For Fuel Type1;Range  City For Fuel Type1;Range  City For Fuel Type2;Range  Highway For Fuel Type1;Range  Highway For Fuel Type2;Transmission;Unadjusted City Mpg For Fuel Type1;Unadjusted City Mpg For Fuel Type2;Unadjusted Highway Mpg For Fuel Type1;Unadjusted Highway Mpg For Fuel Type2;Vehicle Size Class;Year;You Save/Spend;Guzzler;Transmission descriptor;T Charger;S Charger;ATV Type;Fuel Type2;Epa Range For Fuel Type2;Electric motor;MFR Code;c240Dscr;charge240b;C240B Dscr;Created On;Modified On;Start-Stop;PHEV City;PHEV Highway;PHEV Combined;baseModel
Toyota;Corolla;13.52318181818182;0.0;0.0;0.0;20;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;403.95454545454544;22;0.0;0;0.0;0.0;0.0;0.0;4;1.6;4-Wheel or All-Wheel Drive;57003;4A-FE    FFS;;2450;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;0;0;5486;12;11;N;false;76;84;0;0.0;0.0;0.0;0.0;Manual 5-spd;25.0;0.0;35.8974;0.0;Subcompact Cars;1989;-2750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57020;4A-F     FFS;;2050;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;0;0;4340;12;13;N;false;76;84;0;0.0;0.0;0.0;0.0;Automatic 4-spd;30.0;0.0;43.0;0.0;Subcompact Cars;1988;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Sport;11.900400000000001;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Rear-Wheel Drive;57025;FFS fuel injection;;2150;0;Regular;Regular Gasoline;;;29;0.0;0;0.0;0.0;0.0;0.0;12;77;3145;9;0;N;false;78;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;29.0;0.0;41.0;0.0;Subcompact Cars;1987;-1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;10.25896551724138;0.0;0.0;0.0;26;25.8259;0;0.0;0.0;0.0;0.0;-1;-1;0.0;306.44827586206895;29;28.8031;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;68;;;1850;0;Regular;Regular Gasoline;;;34;33.5269;0;0.0;0.0;0.0;0.0;0;0;32181;0;12;Y;false;0;92;0;0.0;0.0;0.0;0.0;Automatic 4-spd;33.5;0.0;48.6;0.0;Compact Cars;2012;250;;;;;;;;;TYX;;0.0;;2013-01-01;2016-09-26;;0;0;0;Corolla
Toyota;Corolla;10.25896551724138;0.0;0.0;0.0;26;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;306.44827586206895;29;0.0;0;0.0;0.0;0.0;0.0;4;1.6;;57030;FFS;;1850;0;Regular;Regular Gasoline;;;33;0.0;0;0.0;0.0;0.0;0.0;20;85;26912;0;13;N;false;0;87;0;0.0;0.0;0.0;0.0;Manual 5-spd;34.0;0.0;47.0;0.0;Compact Cars;1984;250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla All-Trac Wagon;12.935217391304349;0.0;0.0;0.0;21;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;386.39130434782606;23;0.0;0;0.0;0.0;0.0;0.0;4;1.6;4-Wheel or All-Wheel Drive;57007;4A-FE    FFS;;2350;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;0;0;8067;0;26;N;false;0;87;0;0.0;0.0;0.0;0.0;Automatic 4-spd;26.0;0.0;37.0;0.0;Small Station Wagons;1991;-2250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;57006;FFS;;2050;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;0;0;10006;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Manual 5-spd;30.0;0.0;42.3077;0.0;Compact Cars;1993;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;12.39625;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;370.2916666666667;24;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57003;FFS;;2250;0;Regular;Regular Gasoline;;;27;0.0;0;0.0;0.0;0.0;0.0;0;0;10974;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Automatic 3-spd;29.0;0.0;37.1795;0.0;Compact Cars;1994;-1750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;10.625357142857142;0.0;0.0;0.0;25;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;317.39285714285717;28;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;0;;;1900;0;Regular;Regular Gasoline;;;33;0.0;0;0.0;0.0;0.0;0.0;0;0;14264;0;12;Y;false;0;88;0;0.0;0.0;0.0;0.0;Automatic 4-spd;31.6054;0.0;46.1779;0.0;Compact Cars;1998;0;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;12.39625;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;370.2916666666667;24;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57025;FFS;;2250;0;Regular;Regular Gasoline;;;27;0.0;0;0.0;0.0;0.0;0.0;0;0;4342;12;13;N;false;76;84;0;0.0;0.0;0.0;0.0;Manual 5-spd;28.0;0.0;37.1795;0.0;Subcompact Cars;1988;-1750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Hybrid AWD;6.76159090909091;0.0;0.0;0.0;47;47.0;0;0.0;0.0;0.0;0.0;199;-1;0.0;199.0;44;44.0;0;0.0;0.0;0.0;0.0;4;1.8;All-Wheel Drive;37;"Hybrid; with Sport mode";8;1200;0;Regular;Regular Gasoline;8;;41;41.0;0;0.0;0.0;0.0;0.0;0;0;45930;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);65.5;0.0;61.0;0.0;Compact Cars;2023;3500;;;;;Hybrid;;;207V Li-Ion;TYX;;0.0;;2022-10-03;2023-05-17;Y;0;0;0;Corolla
Toyota;Corolla FX;12.39625;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;370.2916666666667;24;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57611;16-VALVE FFS;;2250;0;Regular;Regular Gasoline;;;27;0.0;0;0.0;0.0;0.0;0.0;14;86;3142;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;28.0;0.0;37.1795;0.0;Subcompact Cars;1987;-1750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Wagon;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;57004;FFS;;2050;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;0;0;11126;0;31;Y;false;0;91;0;0.0;0.0;0.0;0.0;Manual 5-spd;30.0;0.0;44.0;0.0;Small Station Wagons;1994;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.018888888888888;0.0;0.0;0.0;25;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;329.14814814814815;27;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;0;;;2000;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;0;0;17629;0;12;Y;false;0;88;0;0.0;0.0;0.0;0.0;Automatic 3-spd;31.8;0.0;42.8;0.0;Compact Cars;2002;-500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;10.25896551724138;0.0;0.0;0.0;26;25.686;0;0.0;0.0;0.0;0.0;311;-1;0.0;311.0;29;28.5539;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;25;;8;1850;0;Regular;Regular Gasoline;8;;33;33.0661;0;0.0;0.0;0.0;0.0;0;0;32950;0;12;Y;false;0;92;0;0.0;0.0;0.0;0.0;Automatic 4-spd;33.2973;0.0;47.8533;0.0;Compact Cars;2013;250;;;;;;;;;TYX;;0.0;;2013-01-01;2016-09-26;N;0;0;0;Corolla
Toyota;Corolla;9.597096774193549;0.0;0.0;0.0;28;27.7116;0;0.0;0.0;0.0;0.0;285;-1;0.0;285.0;31;30.8654;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;36;;8;1750;0;Regular;Regular Gasoline;8;;36;35.8524;0;0.0;0.0;0.0;0.0;0;0;35500;0;13;Y;false;0;98;0;0.0;0.0;0.0;0.0;Manual 6-spd;36.2588;0.0;52.4065;0.0;Midsize Cars;2015;750;;;;;;;;;TYX;;0.0;;2014-08-12;2016-09-26;N;0;0;0;Corolla
Toyota;Corolla;9.597096774193549;0.0;0.0;0.0;28;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;286.6774193548387;31;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;0;;;1750;0;Regular;Regular Gasoline;;;37;0.0;0;0.0;0.0;0.0;0.0;0;0;24321;0;14;Y;false;0;89;0;0.0;0.0;0.0;0.0;Manual 5-spd;35.7499;0.0;52.5496;0.0;Compact Cars;2008;750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.900400000000001;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;2.4;Front-Wheel Drive;0;;;2150;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;0;0;25253;0;12;Y;false;0;92;0;0.0;0.0;0.0;0.0;Automatic (S5);27.6;0.0;42.6;0.0;Compact Cars;2009;-1250;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Hybrid;6.330000000000001;0.0;0.0;0.0;50;50.3846;0;0.0;0.0;0.0;0.0;186;-1;0.0;186.0;47;47.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;87;Hybrid;8;1150;0;Regular;Regular Gasoline;8;;43;43.0;0;0.0;0.0;0.0;0.0;0;0;47340;0;13;N;false;0;89;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);70.8;0.0;64.2;0.0;Compact Cars;2024;3750;;;;;Hybrid;;;207V Li-Ion;TYX;;0.0;;2023-11-06;2024-01-18;Y;0;0;0;Corolla
Toyota;Corolla Cross AWD;9.917;0.0;0.0;0.0;29;29.0;0;0.0;0.0;0.0;0.0;294;-1;0.0;294.0;30;30.0;0;0.0;0.0;0.0;0.0;4;2.0;All-Wheel Drive;48;SIDI & PFI;6;1800;0;Regular;Regular Gasoline;6;;31;31.1142;0;0.0;0.0;0.0;0.0;0;0;47667;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (AV-S10);39.9997;0.0;50.0;0.0;Small Sport Utility Vehicle 4WD;2024;500;;;;;;;;;TYX;;0.0;;2024-02-21;2024-04-16;Y;0;0;0;Corolla Cross
Toyota;Corolla Cross Hybrid AWD;7.083571428571429;0.0;0.0;0.0;45;45.0;0;0.0;0.0;0.0;0.0;209;-1;0.0;209.0;42;42.0;0;0.0;0.0;0.0;0.0;4;2.0;All-Wheel Drive;49;"SIDI & PFI; Hybrid";7;1300;0;Regular;Regular Gasoline;7;;38;38.0;0;0.0;0.0;0.0;0.0;0;0;47668;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (AV-S6);66.4541;0.0;57.4797;0.0;Small Sport Utility Vehicle 4WD;2024;3000;;;;;Hybrid;;;222V Li-Ion;TYX;;0.0;;2024-02-21;2024-04-16;Y;0;0;0;Corolla Cross
Toyota;Corolla;11.900400000000001;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57008;4A-GE    FFS;;2700;0;Premium;Premium Gasoline;;;29;0.0;0;0.0;0.0;0.0;0.0;0;0;7726;12;13;N;false;76;84;0;0.0;0.0;0.0;0.0;Manual 5-spd;28.0;0.0;40.0;0.0;Subcompact Cars;1991;-4000;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla LE Eco;9.015454545454546;0.0;0.0;0.0;29;29.4867;0;0.0;0.0;0.0;0.0;271;-1;0.0;271.0;33;32.6559;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;89;2-mode Normal/Eco Transmission;8;1650;0;Regular;Regular Gasoline;8;;38;37.5944;0;0.0;0.0;0.0;0.0;0;0;38156;0;13;N;false;0;98;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);38.9;0.0;55.3;0.0;Midsize Cars;2017;1250;;;;;;;;;TYX;;0.0;;2016-09-13;2016-11-22;N;0;0;0;Corolla
Toyota;Corolla;9.2971875;0.0;0.0;0.0;28;28.4148;0;0.0;0.0;0.0;0.0;281;-1;0.0;281.0;32;31.5246;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;52;;7;1700;0;Regular;Regular Gasoline;7;;36;36.3927;0;0.0;0.0;0.0;0.0;0;0;40241;0;13;Y;false;0;98;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);37.3;0.0;53.3;0.0;Midsize Cars;2019;1000;;;;;;;;;TYX;;0.0;;2018-06-13;2018-08-10;N;0;0;0;Corolla
Toyota;Corolla Hybrid;5.721346153846154;0.0;0.0;0.0;53;53.0;0;0.0;0.0;0.0;0.0;170;-1;0.0;170.0;52;52.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;7;Hybrid;10;1050;0;Regular;Regular Gasoline;10;;52;52.0;0;0.0;0.0;0.0;0.0;0;0;41214;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);78.064;0.0;76.1727;0.0;Compact Cars;2020;4250;;;;;Hybrid;;;202V Ni-MH;TYX;;0.0;;2019-02-06;2019-09-17;Y;0;0;0;Corolla
Toyota;Corolla FX;11.900400000000001;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57019;4A-LC    FFS;;2150;0;Regular;Regular Gasoline;;;28;0.0;0;0.0;0.0;0.0;0.0;14;86;4343;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Automatic 3-spd;30.0;0.0;39.7436;0.0;Subcompact Cars;1988;-1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla LE Eco;8.750294117647059;0.0;0.0;0.0;30;30.0;0;0.0;0.0;0.0;0.0;263;-1;0.0;263.0;34;34.0354;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;88;;8;1600;0;Regular;Regular Gasoline;8;;40;39.5547;0;0.0;0.0;0.0;0.0;0;0;38155;0;13;Y;false;0;98;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);40.5;0.0;58.6;0.0;Midsize Cars;2017;1500;;;;;;;;;TYX;;0.0;;2016-09-13;2016-11-22;N;0;0;0;Corolla
Toyota;Corolla;10.25896551724138;0.0;0.0;0.0;26;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;306.44827586206895;29;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57020;FFS;;1850;0;Regular;Regular Gasoline;;;33;0.0;0;0.0;0.0;0.0;0.0;20;85;394;0;13;Y;false;0;87;0;0.0;0.0;0.0;0.0;Manual 5-spd;33.3333;0.0;47.0;0.0;Compact Cars;1985;250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla LE Eco;9.015454545454546;0.0;0.0;0.0;29;29.4867;0;0.0;0.0;0.0;0.0;271;-1;0.0;271.0;33;32.6559;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;56;2-mode Normal/Eco Transmission;8;1650;0;Regular;Regular Gasoline;8;;38;37.5944;0;0.0;0.0;0.0;0.0;0;0;40245;0;13;N;false;0;98;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);38.9;0.0;55.3;0.0;Midsize Cars;2019;1250;;;;;;;;;TYX;;0.0;;2018-06-13;2018-08-10;N;0;0;0;Corolla
Toyota;Corolla;9.2971875;0.0;0.0;0.0;29;28.8174;0;0.0;0.0;0.0;0.0;277;-1;0.0;277.0;32;31.8162;0;0.0;0.0;0.0;0.0;4;2.0;Front-Wheel Drive;11;SIDI & PFI;7;1700;0;Regular;Regular Gasoline;7;;36;36.4525;0;0.0;0.0;0.0;0.0;0;0;41215;0;13;N;false;0;89;0;0.0;0.0;0.0;0.0;Manual 6-spd;37.8991;0.0;53.3991;0.0;Compact Cars;2020;1000;;;;;;;;;TYX;;0.0;;2019-02-06;2019-04-16;N;0;0;0;Corolla
Toyota;Corolla Hatchback XSE;9.015454545454546;0.0;0.0;0.0;30;29.8859;0;0.0;0.0;0.0;0.0;266;-1;0.0;266.0;33;33.1681;0;0.0;0.0;0.0;0.0;4;2.0;Front-Wheel Drive;32;SIDI & PFI;7;1650;0;Regular;Regular Gasoline;7;;38;38.3105;0;0.0;0.0;0.0;0.0;18;85;42747;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (AM-S10);39.5;0.0;56.5;0.0;Compact Cars;2021;1250;;;;;;;;;TYX;;0.0;;2020-06-24;2020-08-24;N;0;0;0;Corolla
Toyota;Corolla Hatchback XSE;9.015454545454546;0.0;0.0;0.0;30;29.8859;0;0.0;0.0;0.0;0.0;266;-1;0.0;266.0;33;33.1681;0;0.0;0.0;0.0;0.0;4;2.0;Front-Wheel Drive;13;SIDI & PFI;6;1650;0;Regular;Regular Gasoline;6;;38;38.3105;0;0.0;0.0;0.0;0.0;18;85;45900;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (AV-S10);39.5;0.0;56.5;0.0;Compact Cars;2023;1250;;;;;;;;;TYX;;0.0;;2022-09-20;2023-05-17;N;0;0;0;Corolla
Toyota;Corolla Sport;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Rear-Wheel Drive;57020;FFS;;2050;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;12;77;1926;9;0;N;false;78;0;0;0.0;0.0;0.0;0.0;Automatic 4-spd;30.0;0.0;42.3077;0.0;Subcompact Cars;1986;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;10.25896551724138;0.0;0.0;0.0;26;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;306.44827586206895;29;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;0;;;1850;0;Regular;Regular Gasoline;;;35;0.0;0;0.0;0.0;0.0;0.0;0;0;20796;0;14;Y;false;0;89;0;0.0;0.0;0.0;0.0;Automatic 4-spd;33.5463;0.0;49.0495;0.0;Compact Cars;2005;250;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Sport;11.018888888888888;0.0;0.0;0.0;25;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;329.14814814814815;27;0.0;0;0.0;0.0;0.0;0.0;4;1.6;;57031;FFS;;2000;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;12;78;26772;10;0;N;false;79;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;32.0;0.0;43.0;0.0;Subcompact Cars;1984;-500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla All-Trac Wagon;12.935217391304349;0.0;0.0;0.0;21;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;386.39130434782606;23;0.0;0;0.0;0.0;0.0;0.0;4;1.6;4-Wheel or All-Wheel Drive;57003;4A-FE    FFS;;2350;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;0;0;5857;0;26;N;false;0;87;0;0.0;0.0;0.0;0.0;Automatic 4-spd;26.0;0.0;37.0;0.0;Small Station Wagons;1989;-2250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Wagon;12.39625;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;370.2916666666667;24;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57007;4A-FE    FFS;;2250;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;0;0;6941;0;31;Y;false;0;88;0;0.0;0.0;0.0;0.0;Automatic 3-spd;29.0;0.0;37.0;0.0;Small Station Wagons;1990;-1750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.442692307692308;0.0;0.0;0.0;24;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57007;4A-FE    FFS;;2050;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;0;0;7727;12;13;Y;false;76;84;0;0.0;0.0;0.0;0.0;Manual 5-spd;31.0;0.0;42.0;0.0;Subcompact Cars;1991;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.018888888888888;0.0;0.0;0.0;24;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;329.14814814814815;27;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57020;FFS;;2000;0;Regular;Regular Gasoline;;;32;0.0;0;0.0;0.0;0.0;0.0;20;85;2072;0;13;N;false;0;87;0;0.0;0.0;0.0;0.0;Automatic 4-spd;31.0;0.0;44.8718;0.0;Compact Cars;1986;-500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Sport;11.018888888888888;0.0;0.0;0.0;25;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;329.14814814814815;27;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Rear-Wheel Drive;57020;FFS;;2000;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;12;78;235;10;0;Y;false;79;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;32.0;0.0;43.0;0.0;Subcompact Cars;1985;-500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.018888888888888;0.0;0.0;0.0;24;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;329.14814814814815;27;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57004;FFS;;2000;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;0;0;11924;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Manual 5-spd;31.0;0.0;44.0;0.0;Compact Cars;1995;-500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.018888888888888;0.0;0.0;0.0;24;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;329.14814814814815;27;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;57005;FFS;;2000;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;0;0;11926;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Manual 5-spd;31.0;0.0;44.0;0.0;Compact Cars;1995;-500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;10.625357142857142;0.0;0.0;0.0;25;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;317.39285714285717;28;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;0;;;1900;0;Regular;Regular Gasoline;;;34;0.0;0;0.0;0.0;0.0;0.0;0;0;15844;0;12;Y;false;0;88;0;0.0;0.0;0.0;0.0;Automatic 4-spd;31.8493;0.0;47.3444;0.0;Compact Cars;2000;0;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;9.2971875;0.0;0.0;0.0;29;28.818;0;0.0;0.0;0.0;0.0;277;-1;0.0;277.0;32;31.8168;0;0.0;0.0;0.0;0.0;4;2.0;Front-Wheel Drive;10;SIDI & PFI;7;1700;0;Regular;Regular Gasoline;7;;36;36.453;0;0.0;0.0;0.0;0.0;0;0;44075;0;13;N;false;0;89;0;0.0;0.0;0.0;0.0;Manual 6-spd;37.9;0.0;53.4;0.0;Compact Cars;2022;1000;;;;;;;;;TYX;;0.0;;2021-06-24;2021-10-26;N;0;0;0;Corolla
